key,label,label2,suggested_label,visual_id,instance,plist,die_id,vmin_found,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
25ww24p3_shmoo_cwf_core_chk_f6.txt|NO_VID|SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP|scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list|0,red,,red,,SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP,scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list,,Vmin Found: 1.000V,21,11,0.9827,0.9669,1,1,0.9683,1,0.974,1,0.9365,1,1,0.9394,1,1,0,0,1,0.0952,1,21,11,0.9654,0.9654,-0.0331,-0.0317,1,0,0.5238,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6B54E4000062,ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|ATSPEED_PARMIOFBLPVNPIPEAC0_VMIN_E_VMAXIMHFIXDIGMIO1F1_SSN_FIXDIGMIO1_VMAX_F1_X|scn600_imh_vmaximhfixdigmio1f1_ssn_edt_parmiofblpvnpipeac_0_trans_ph1_x_normal_main_list|0,diagonal,,diagonal,D6B54E4000062,ATSPEED_PARMIOFBLPVNPIPEAC0_VMIN_E_VMAXIMHFIXDIGMIO1F1_SSN_FIXDIGMIO1_VMAX_F1_X,scn600_imh_vmaximhfixdigmio1f1_ssn_edt_parmiofblpvnpipeac_0_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.810V,12,11,0.7576,0.5152,1,0.8833,0.6528,0.9286,0.6778,0.9444,0.6111,0.7333,0.7667,0.3056,1,1,1,0,1,0.4167,1,12,11,0.5152,0.7727,-0.4848,-0.2306,1,0.7273,0.9167,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6B54E4000062|ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_VMAXIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMAX_F1_X|scn600_imh_vmaximhfixdigmio3f1_ssn_edt_parmiofblpvnpiped_x_trans_ph1_x_normal_main_list|0,diagonal,,diagonal,D6B54E4000062,ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_VMAXIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMAX_F1_X,scn600_imh_vmaximhfixdigmio3f1_ssn_edt_parmiofblpvnpiped_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.830V,12,11,0.8485,0.697,1,0.9667,0.75,1,0.7778,1,0.6944,0.85,0.9333,0.5,1,1,1,0,1,0.3333,1,12,11,0.697,0.7879,-0.303,-0.2167,1,0.5455,0.9167,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list|0,red,,red,D6GK331700021,STUCK_SOUTHCAP0_VMIN_E_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_southcap0_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X|scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6GK331700021,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF1_SSN_CFCMEM_VMIN_F1_X,scn600_imh_chkimhcfcmemf1_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X|scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6GK331700021,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF2_SSN_CFCMEM_VMIN_F2_X,scn600_imh_chkimhcfcmemf2_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X|scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list|0,red,,red,D6GK331700021,ATSPEED_GROUP15_VMIN_E_CHKIMHCFCMEMF4_SSN_CFCMEM_VMIN_F4_X,scn600_imh_chkimhcfcmemf4_ssn_edt_group15_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6GK331700021,ATSPEED_GROUP15_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X|reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan|0,red,,red,D6GK331700021,ATSPEED_GROUP37_VMIN_E_CHKPKGINFF1_SSN_INF_VMIN_F1_X,reset_MIscn_hvm600t100_IMH_reset_struct_ph5_ec_scan,,Vmin Found (High): 0.900V,21,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,11,1,1,0,0,0,0,0.5238,1,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|ATSPEED_PARMIOFBLPVNPIPEAC0_VMIN_E_VMAXIMHFIXDIGMIO1F1_SSN_FIXDIGMIO1_VMAX_F1_X|scn600_imh_vmaximhfixdigmio1f1_ssn_edt_parmiofblpvnpipeac_0_trans_ph1_x_normal_main_list|0,diagonal,,diagonal,D6GK331700021,ATSPEED_PARMIOFBLPVNPIPEAC0_VMIN_E_VMAXIMHFIXDIGMIO1F1_SSN_FIXDIGMIO1_VMAX_F1_X,scn600_imh_vmaximhfixdigmio1f1_ssn_edt_parmiofblpvnpipeac_0_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.810V,12,11,0.7576,0.5152,1,0.85,0.6806,0.9524,0.6667,0.8889,0.6389,0.75,0.7,0.3611,1,1,1,0,1,0.3333,1,12,11,0.5152,0.8333,-0.4848,-0.1694,1,0.9091,0.9167,0.9167,1
J621177MV_6248_chk_1_2026052408371134_CLASSHOT.itf|D6GK331700021|ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_VMAXIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMAX_F1_X|scn600_imh_vmaximhfixdigmio3f1_ssn_edt_parmiofblpvnpiped_x_trans_ph1_x_normal_main_list|0,diagonal,,diagonal,D6GK331700021,ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_VMAXIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMAX_F1_X,scn600_imh_vmaximhfixdigmio3f1_ssn_edt_parmiofblpvnpiped_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.830V,12,11,0.8258,0.6515,1,0.9333,0.7361,1,0.7444,0.9722,0.6944,0.8167,0.8667,0.4722,1,1,1,0,1,0.3333,1,12,11,0.6515,0.803,-0.3485,-0.1972,1,0.6364,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D5016AG400026|STUCK_GROUP16_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group16_x_atpg_ph1_x_normal_main_list|0,red,,red,D5016AG400026,STUCK_GROUP16_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group16_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D53Y3P6100117|STUCK_GROUP88_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group88_x_atpg_stack_x_normal_main_list|0,red,,red,D53Y3P6100117,STUCK_GROUP88_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group88_x_atpg_stack_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D53Y3P6100117|CHAIN_GROUP88_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group88_x_atpg_chain_x_normal_main_list|0,red,,red,D53Y3P6100117,CHAIN_GROUP88_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group88_x_atpg_chain_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D5016AG400115|ATSPEED_GROUP42_VMIN_K_SRHIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMIN_F1_X|scn600_imh_srhimhfixdigmio3f1_ssn_edt_group42_x_trans_ph1_x_normal_main_list|0,red,,red,D5016AG400115,ATSPEED_GROUP42_VMIN_K_SRHIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMIN_F1_X,scn600_imh_srhimhfixdigmio3f1_ssn_edt_group42_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D5016AG400115|ATSPEED_GROUP42_VMIN_K_SRHIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMIN_F1_X|scn600_imh_srhimhfixdigmio3f1_ssn_edt_group42_x_trans_ph1_x_normal_main_list|1,red,,red,D5016AG400115,ATSPEED_GROUP42_VMIN_K_SRHIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMIN_F1_X,scn600_imh_srhimhfixdigmio3f1_ssn_edt_group42_x_trans_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D5016AG400046|STUCK_CENTER1_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_center1_x_atpg_ph1_x_normal_main_list|0,red,,red,D5016AG400046,STUCK_CENTER1_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_center1_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D5M42T2300009|STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list|0,red,,red,D5M42T2300009,STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.820V,17,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,17,11,1,1,0,0,0,0,0.6471,1,1
J623173MV_6248_CLASSHOT.itf|D5M42T2300009|CHAIN_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group37_x_atpg_chain_x_normal_main_list|0,red,,red,D5M42T2300009,CHAIN_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group37_x_atpg_chain_x_normal_main_list,,Vmin Found (High): 0.820V,17,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,17,11,1,1,0,0,0,0,0.6471,1,1
J623173MV_6248_CLASSHOT.itf|D5M42T2300009|STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list|1,red,,red,D5M42T2300009,STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.820V,17,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,17,11,1,1,0,0,0,0,0.6471,1,1
J626102MV_6248_CLASSHOT.itf|D5M42T2300009|STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list|0,red,,red,D5M42T2300009,STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.820V,17,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,17,11,1,1,0,0,0,0,0.6471,1,1
J626102MV_6248_CLASSHOT.itf|D5M42T2300009|CHAIN_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group37_x_atpg_chain_x_normal_main_list|0,red,,red,D5M42T2300009,CHAIN_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group37_x_atpg_chain_x_normal_main_list,,Vmin Found (High): 0.820V,17,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,17,11,1,1,0,0,0,0,0.6471,1,1
J626102MV_6248_CLASSHOT.itf|D5M42T2300009|STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list|1,red,,red,D5M42T2300009,STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.820V,17,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,17,11,1,1,0,0,0,0,0.6471,1,1
J623173MV_6248_CLASSHOT.itf|D5016AG400127|STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list|0,red,,red,D5016AG400127,STUCK_GROUP37_VMIN_K_BGNIMH_SSN_INF_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group37_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.820V,17,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,17,11,1,1,0,0,0,0,0.6471,1,1
J623173MV_6248_CLASSHOT.itf|D53Y3P6100120|STUCK_MEMBOTLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_membotleft_x_atpg_ph1_x_normal_main_list|0,red,,red,D53Y3P6100120,STUCK_MEMBOTLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_membotleft_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D5M42T2300143|STUCK_GROUP35_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group35_x_atpg_stack_x_normal_main_list|0,red,,red,D5M42T2300143,STUCK_GROUP35_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group35_x_atpg_stack_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J626102MV_6248_CLASSHOT.itf|D5M42T2300143|STUCK_GROUP35_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group35_x_atpg_stack_x_normal_main_list|0,red,,red,D5M42T2300143,STUCK_GROUP35_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group35_x_atpg_stack_x_normal_main_list,,Vmin Found (High): 0.850V,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,12,11,1,1,0,0,0,0,0.9167,1,1
J623173MV_6248_CLASSHOT.itf|D53Y3P6100108|STUCK_PARBASESHAFTMISC_VMIN_K_BGNCBB_SSN_INF_VMIN_X_X|scn_cbb_bgncbb_ssn_edt_parbaseshaftmisc_x_atpg_stack_x_normal_main_list|0,red,,red,D53Y3P6100108,STUCK_PARBASESHAFTMISC_VMIN_K_BGNCBB_SSN_INF_VMIN_X_X,scn_cbb_bgncbb_ssn_edt_parbaseshaftmisc_x_atpg_stack_x_normal_main_list,,Vmin Found: 0.900V,41,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,41,11,1,1,0,0,0,0,0.2683,1,1
J623173MV_6248_CLASSHOT.itf|D5619UP300158|STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list|0,red,,red,D5619UP300158,STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J623173MV_6248_CLASSHOT.itf|D5619UP300158|CHAIN_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group15_x_atpg_chain_x_normal_main_list|0,red,,red,D5619UP300158,CHAIN_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group15_x_atpg_chain_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J623173MV_6248_CLASSHOT.itf|D5619UP300158|STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list|1,red,,red,D5619UP300158,STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J626102MV_6248_CLASSHOT.itf|D5619UP300158|STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list|0,red,,red,D5619UP300158,STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J626102MV_6248_CLASSHOT.itf|D5619UP300158|CHAIN_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group15_x_atpg_chain_x_normal_main_list|0,red,,red,D5619UP300158,CHAIN_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group15_x_atpg_chain_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J626102MV_6248_CLASSHOT.itf|D5619UP300158|STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list|1,red,,red,D5619UP300158,STUCK_GROUP15_VMIN_K_BGNIMH_SSN_X_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_group15_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.840V,18,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,18,11,1,1,0,0,0,0,0.6111,1,1
J623173MV_6248_CLASSHOT.itf|D53Y3P6100129|ATSPEED_XSECMUCCXUCLKFASTRIGHT_VMIN_K_ENDCBB_SSN_VNN_VNOM_X_X|scn600_cbb_endcbb_ssn_edt_xsecmuccxuclkfastright_x_trans_stack_x_normal_main_list|0,red,,red,D53Y3P6100129,ATSPEED_XSECMUCCXUCLKFASTRIGHT_VMIN_K_ENDCBB_SSN_VNN_VNOM_X_X,scn600_cbb_endcbb_ssn_edt_xsecmuccxuclkfastright_x_trans_stack_x_normal_main_list,,Vmin Found: 0.900V,41,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,41,11,1,1,0,0,0,0,0.2683,1,1
J623173MV_6248_CLASSHOT.itf|D53Y3P6100129|ATSPEED_XSECMUCCXUCLKFASTRIGHT_VMIN_K_ENDCBB_SSN_VNN_VNOM_X_X|scn600_cbb_endcbb_ssn_edt_xsecmuccxuclkfastright_x_trans_stack_x_normal_main_list|1,red,,red,D53Y3P6100129,ATSPEED_XSECMUCCXUCLKFASTRIGHT_VMIN_K_ENDCBB_SSN_VNN_VNOM_X_X,scn600_cbb_endcbb_ssn_edt_xsecmuccxuclkfastright_x_trans_stack_x_normal_main_list,,Vmin Found: 0.900V,41,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,41,11,1,1,0,0,0,0,0.2683,1,1
J623173MV_6248_CSM.itf|D5M42T2300066|STUCK_MEMTOPLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_memtopleft_x_atpg_ph1_x_normal_main_list|0,mixed,,mixed,D5M42T2300066,STUCK_MEMTOPLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_memtopleft_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.630V,12,11,0.0909,0.0758,0.1061,0.0833,0.0972,0.0476,0.1111,0.0556,0.1667,0.0667,0.0667,0.0833,0.1,0.1111,0,0.8333,0.25,1.9167,4,12,11,0.8485,0.8182,-0.0303,0.0139,1,0,0.9167,0.75,0.6364
J623173MV_6248_PHMHOT.itf|D5M42T2300066|STUCK_MEMTOPLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_memtopleft_x_atpg_ph1_x_normal_main_list|0,mixed,,mixed,D5M42T2300066,STUCK_MEMTOPLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_memtopleft_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.670V,12,11,0.3485,0.4242,0.2727,0.3833,0.3194,0.4048,0.3222,0.3611,0.25,0.4,0.4,0.4444,0.3667,0.1944,0,0.3043,0.7609,4.5,7,12,11,0.5152,0.5909,0.1515,-0.0639,0.8182,0.2727,0.9167,1,1
J626102MV_6248_CLASSHOT.itf|D5M42T2300066|STUCK_MEMTOPLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X|scn600_imh_bgnimh_ssn_edt_memtopleft_x_atpg_ph1_x_normal_main_list|0,speckled,,speckled,D5M42T2300066,STUCK_MEMTOPLEFT_VMIN_K_BGNIMH_SSN_FIXDIGW_VMIN_X_X,scn600_imh_bgnimh_ssn_edt_memtopleft_x_atpg_ph1_x_normal_main_list,,Vmin Found (High): 0.650V,12,11,0.3636,0.2727,0.4545,0.3833,0.3472,0.3095,0.3889,0.3611,0.4444,0.3167,0.2333,0.3056,0.5333,0.3889,0,0.25,0.625,4.8333,7,12,11,0.4545,0.5606,-0.1818,-0.0361,0.7273,0.1818,0.9167,1,1
J626102MV_6248_CLASSHOT.itf|D5M42T2300066|ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_CHKIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMIN_F1_X||0,clean,,clean,D5M42T2300066,ATSPEED_PARMIOFBLPVNPIPED_VMIN_E_CHKIMHFIXDIGMIO3F1_SSN_FIXDIGMIO3_VMIN_F1_X,,,Vmin Found: 0.630V,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,1,0,0,1,0,0.9167,0,0
